5048.26 38.1111
5061.25 40.877
5064.3 33.7219
5081.2 30.1929
5081.19 40.3831
5084.97 23.7581
5107.08 35.6599
5107.09 25.4829
5124.78 32.9768
5125.46 23.4419
5127.01 14.8
5143.39 20.9529
5157.95 25.324
5181.82 38.99
5185.36 32.3108
5200.25 36.9851
5201 27.522
5201.85 18.0991
5215.13 21.1741
5221.02 16.8879
5241.01 26.6929
5244.02 19.52
5255.89 21.2009
5261 16.1309
5275.98 20.906
5279.84 14.5542
5296.54 21.0339
5301.86 16.1699
5321.02 25.1082
5335.95 29.8279
5337.88 21.553
5340.98 14.458
5359.85 23.1379
5363.19 16.2969
5380.19 23.113
5386.99 19.6909
5401.95 24.467
5406.92 19.2671
5420.07 22.2148
5424.58 16.5491
5439.43 21.228
5446.99 18.5979
5462.03 23.458
5469.07 20.3169
5480.07 21.1301
5490.13 20.9932
5496.15 16.833
5511.23 21.677
5519.01 19.2778
5541.09 31.155
5541.78 21.6538
5557.94 27.6272
5558.92 18.427
5573.06 22.353
5577.92 17.0229
5591.33 20.252
5598 16.7031
5644.27 42.6169
5666.25 44.1831
5666.25 33.9619
5667.41 24.9041
5681.9 29.186
5684.21 21.323
5697.96 24.8831
5703.4 20.123
5717.89 24.4189
5724.26 20.6082
5737.9 24.04
5744.13 20.0911
5872.66 46.293
5878.94 42.3499
5881.13 34.3242
5881.14 24.134
5886.97 19.7839
5893.17 15.8062
5909.49 21.939
5913.25 15.5239
5929.95 22.0261
5939.22 21.116
5944.81 16.4751
5957.91 19.355
5971 22.2378
5977.93 18.988
5995.92 26.7952
6009.04 29.719
6025 25.2949
6024.99 35.4651
6029.2 19.3291
6040.91 20.855
6056.09 25.854
6059.09 18.6311
6071.35 20.678
6084.54 23.6692
6090.07 19.022
6101.52 20.2539
6106.93 15.467
6124.8 23.1641
6133.17 21.364
6144.27 22.252
6160.01 27.7971
6160.96 18.5559
6164.15 11.5388
6184.42 21.646
6191.5 18.5391
6206.14 22.9639
6209.87 16.5149
6224.07 20.5081
6229.8 16.0552
6244.8 20.8699
6264.96 30.8401
6266.03 21.7009
6281.35 26.8149
6284.97 20.2119
6296.16 21.1521
6301.45 16.2209
6317.95 22.4861
6324.9 19.2119
6338.21 22.3169
6342.1 16.02
6357.92 21.6492
6361.01 14.571
6377.97 21.313
6384.04 17.2019
6406.03 28.9622
6424.05 36.7869
6424.06 26.595
6426.01 18.304
6439.03 21.0911
6444.05 15.9441
6459.29 20.9939
6464.15 15.6729
6500.99 42.324
6521.17 42.0969
